DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1	114556471;114537037	TRIM33, BCAS2	PKMP1 - BCAS2; PKMP1						rs1877455-T; rs11587400-C	rs1877455; rs11587400	0		intergenic_variant; non_coding_transcript_exon_variant		0.449	7E-8	7.154901959985743				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1	114405659	TRIM33, BCAS2, DENND2C	TRIM33			ENSG00000197323			rs6537825-A	rs6537825	0	6537825	missense_variant	0	NR	3E-8	7.522878745280337		1.4	[NR]	Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1	114697195	AMPD1, NRAS, CSDE1	AMPD1 - RN7SL432P	ENSG00000116748	ENSG00000242769		1577	432	rs926938-A	rs926938	0	926938	intergenic_variant	1	0.50	4E-8	7.3979400086720375		1.27	[NR]	Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	12q23.1	12	97040442	NEDD1	AC007656.1, AC007656.2			ENSG00000257470, ENSG00000258131			rs6538761-A	rs6538761	0	6538761	intron_variant	0	NR	2E-6	5.698970004336019		1.24	[NR]	Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2009-05-11	19404256	Wang K	2009-04-28	Nature	www.ncbi.nlm.nih.gov/pubmed/19404256	Common genetic variants on 5p14.1 associate with autism spectrum disorders.	Autism	3,101 European ancestry individuals from 780 families, 1,204 European ancestry cases, 6,491 European ancestry controls	1,390 European ancestry individuals from 447 families, 108 European ancestry cases, 540 European ancestry controls	5p14.1	5	25967594	CDH10, CDH9	AC113370.1			ENSG00000286625			rs4307059-T	rs4307059	0	4307059	intron_variant	0	0.61	2E-10	9.698970004336019		1.19	[NR]	Illumina [474019]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST000382	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1	114716978;114721064;114697195	NRAS, CASDE1, AMPD1	CSDE1; CSDE1; AMPD1 - RN7SL432P						rs8453-G; rs10489525-G; rs926938-A	rs8453; rs10489525; rs926938	0		3_prime_UTR_variant; intron_variant; intergenic_variant		0.465	9E-8	7.045757490560675				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1;1;1;1	114416918;114456655;114405659;114431068;114496497;114453702	TRIM33	TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33						rs11582563-G; rs7511633-G; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs11582563; rs7511633; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	2E-7	6.698970004336019				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1;1;1;1;1	114416918;114456655;114498310;114405659;114431068;114496497;114453702	TRIM33	TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33						rs11582563-G; rs7511633-G; rs11102800-C; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs11582563; rs7511633; rs11102800; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	6E-8	7.221848749616356				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1;1;1;1;1;1	114510087;114416918;114456655;114498310;114405659;114431068;114496497;114453702	TRIM33	TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33						rs3827735-C; rs11582563-G; rs7511633-G; rs11102800-C; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs3827735; rs11582563; rs7511633; rs11102800; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	6E-8	7.221848749616356				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1;1;1;1;1;1;1	114510087;114416918;114518963;114456655;114498310;114405659;114431068;114496497;114453702	TRIM33	TRIM33; TRIM33; TRIM33 - PKMP1; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33; TRIM33						rs3827735-C; rs11582563-G; rs11102807-A; rs7511633-G; rs11102800-C; rs6537825-A; rs11585926-T; rs6661053-T; rs11589568-T	rs3827735; rs11582563; rs11102807; rs7511633; rs11102800; rs6537825; rs11585926; rs6661053; rs11589568	0		intron_variant; intron_variant; intergenic_variant; intron_variant; intron_variant; missense_variant; intron_variant; intron_variant; intron_variant		0.382	4E-8	7.3979400086720375				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2014-07-23	24189344	Xia K	2013-11-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	1p13.2	1;1;1	114531255;114556471;114537037	BCAS2, TRIM33	TRIM33 - PKMP1; PKMP1 - BCAS2; PKMP1						rs10858047-T; rs1877455-T; rs11587400-C	rs10858047; rs1877455; rs11587400	0		intergenic_variant; intergenic_variant; non_coding_transcript_exon_variant		0.444	8E-8	7.096910013008056				Illumina [702234] (imputed)	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST002268	Genome-wide genotyping array
2012-09-26	22843504	Anney R	2012-07-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorders.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	2q33.3	2	205221447	PARD3B	PARD3B			ENSG00000116117			rs4675502-?	rs4675502	0	4675502	intron_variant	0	NR	4E-7	6.3979400086720375	(Strict, all)	1.28	[1.16-1.41]	Illumina [947233]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST001619	Genome-wide genotyping array
2012-09-26	22843504	Anney R	2012-07-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorders.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	5q34	5	162656512	intergenic	AC113414.1			ENSG00000254186			rs7711337-?	rs7711337	0	7711337	intron_variant	0	NR	8E-7	6.096910013008056	(Spectrum, all)	1.22	[1.12-1.32]	Illumina [947233]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST001619	Genome-wide genotyping array
2012-09-26	22843504	Anney R	2012-07-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorders.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	8q13.3	8	71649507	intergenic	EYA1 - AC009446.1	ENSG00000104313	ENSG00000254277		57482	25793	rs7834018-?	rs7834018	0	7834018	intergenic_variant	1	NR	8E-7	6.096910013008056	(Strict, EA)	1.56	[1.3-1.89]	Illumina [947233]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST001619	Genome-wide genotyping array
2012-09-26	22843504	Anney R	2012-07-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorders.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	16q24.1	16	84180078	TAF1C	TAF1C			ENSG00000103168			rs4150167-?	rs4150167	0	4150167	missense_variant	0	NR	3E-7	6.522878745280337	(Spectrum, all)	1.96	[1.52-2.56]	Illumina [947233]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST001619	Genome-wide genotyping array
2017-07-21	28533516	Cantor RM	2017-05-23	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28533516	ASD restricted and repetitive behaviors associated at 17q21.33: genes prioritized by expression in fetal brains.	Restricted and repetitive behaviours in autism spectrum disorder	4,664 European ancestry children from 2,145 families	NA	17q21.33	17	49405591	PHB	AC091180.5, PHB			ENSG00000262039, ENSG00000167085			rs2898883-?	rs2898883	0	2898883	intron_variant	0	NR	2E-8	7.698970004336019	(Repetitive use of objects)			Illumina [at least 3972813] (imputed)	N	autism spectrum disorder, behavior or behavioral disorder measurement	http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004782	GCST004377	Genome-wide genotyping array
2010-09-10	20663923	Anney R	2010-07-27	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20663923	A genome-wide scan for common alleles affecting risk for autism.	Autism	1,230 European ancestry child cases from 1,217 families, 155 African American Asian or Latino child cases from 152 families, 1,880 controls	783 European ancestry child cases from 440 families, 303 child cases from 155 families, 1,965 European, African American and other ancestry controls	20p12.1	20	14766825	MACROD2	MACROD2			ENSG00000172264			rs4141463-?	rs4141463	0	4141463	intron_variant	0	0.57	4E-8	7.3979400086720375	(Str)	1.37	[1.22-1.52]	Illumina [842348]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST000740	Genome-wide genotyping array
2010-09-10	20663923	Anney R	2010-07-27	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20663923	A genome-wide scan for common alleles affecting risk for autism.	Autism	1,230 European ancestry child cases from 1,217 families, 155 African American Asian or Latino child cases from 152 families, 1,880 controls	783 European ancestry child cases from 440 families, 303 child cases from 155 families, 1,965 European, African American and other ancestry controls	14q32.31	14	101894408	PPP2R5C	PPP2R5C			ENSG00000078304			rs7142002-?	rs7142002	0	7142002	intron_variant	0	0.94	3E-6	5.522878745280337	(Spc)	1.56	[1.28-1.89]	Illumina [842348]	N	autism	http://www.ebi.ac.uk/efo/EFO_0003758	GCST000740	Genome-wide genotyping array
2016-09-07	26398136	Kuo PH	2015-09-23	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26398136	Genome-Wide Association Study for Autism Spectrum Disorder in Taiwanese Han Population.	Autism spectrum disorder	315 Han Chinese ancestry cases, 1,115 Han Chinese ancestry controls	282 Han Chinese ancestry cases, 480 Han Chinese ancestry controls	3q26.31	3	174846812	NAALADL2	NAALADL2			ENSG00000177694			rs3914502-A	rs3914502	0	3914502	intron_variant	0	0.38	4E-6	5.3979400086720375		1.4	[1.20-1.60]	Affymetrix [546171]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST003130	Genome-wide genotyping array
2016-09-07	26398136	Kuo PH	2015-09-23	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26398136	Genome-Wide Association Study for Autism Spectrum Disorder in Taiwanese Han Population.	Autism spectrum disorder	315 Han Chinese ancestry cases, 1,115 Han Chinese ancestry controls	282 Han Chinese ancestry cases, 480 Han Chinese ancestry controls	8q24.13	8	122499413	intergenic	LINC01151			ENSG00000253819			rs12543592-G	rs12543592	0	12543592	intron_variant	0	0.5	3E-6	5.522878745280337		1.43	[1.25-1.67]	Affymetrix [546171]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST003130	Genome-wide genotyping array
2016-09-07	26398136	Kuo PH	2015-09-23	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26398136	Genome-Wide Association Study for Autism Spectrum Disorder in Taiwanese Han Population.	Autism spectrum disorder	315 Han Chinese ancestry cases, 1,115 Han Chinese ancestry controls	282 Han Chinese ancestry cases, 480 Han Chinese ancestry controls	1q44	1	248241352	OR2M4	OR2M4			ENSG00000171180			rs10888329-?	rs10888329	0	10888329	3_prime_UTR_variant	0	0.804	8E-6	5.096910013008056		1.82	[1.39-2.33]	Affymetrix [546171]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST003130	Genome-wide genotyping array
2016-09-07	26398136	Kuo PH	2015-09-23	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26398136	Genome-Wide Association Study for Autism Spectrum Disorder in Taiwanese Han Population.	Autism spectrum disorder	315 Han Chinese ancestry cases, 1,115 Han Chinese ancestry controls	282 Han Chinese ancestry cases, 480 Han Chinese ancestry controls	17p13.3	17	2374770	MNT	SGSM2			ENSG00000141258			rs2447097-A	rs2447097	0	2447097	intron_variant	0	0.261	9E-6	5.045757490560675		1.53	[1.27-1.85]	Affymetrix [546171]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST003130	Genome-wide genotyping array
2015-06-18	25534755	Chaste P	2014-09-30	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25534755	A genome-wide association study of autism using the Simons Simplex Collection: Does reducing phenotypic heterogeneity in autism increase genetic homogeneity?	Autism spectrum disorder-related traits	1633 European ancestry trios, 942 trios	NA	3q22.1	3	133691804	intergenic	INHCAP			ENSG00000242337			rs1867503-?	rs1867503	0	1867503	non_coding_transcript_exon_variant	0	NR	4E-7	6.3979400086720375	(ASD paternal model)	1.55	[1.30-1.84]	Illumina [up to 2017939]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST002639	Genome-wide genotyping array
2015-06-18	25534755	Chaste P	2014-09-30	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25534755	A genome-wide association study of autism using the Simons Simplex Collection: Does reducing phenotypic heterogeneity in autism increase genetic homogeneity?	Autism spectrum disorder-related traits	1633 European ancestry trios, 942 trios	NA	10q24.32	10	102431844	CUEDC2	CUEDC2			ENSG00000107874			rs1409313-?	rs1409313	0	1409313	intron_variant	0	NR	4E-7	6.3979400086720375	(ASD paternal model)	1.75	[1.40-2.18]	Illumina [up to 2017939]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST002639	Genome-wide genotyping array
2015-06-18	25534755	Chaste P	2014-09-30	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25534755	A genome-wide association study of autism using the Simons Simplex Collection: Does reducing phenotypic heterogeneity in autism increase genetic homogeneity?	Autism spectrum disorder-related traits	1633 European ancestry trios, 942 trios	NA	13q33.3	13	109501681	intergenic	AL163541.1			ENSG00000285534			rs4773054-?	rs4773054	0	4773054	intron_variant	0	NR	5E-8	7.301029995663981	(ASD paternal model)	2.66	[1.83-3.86]	Illumina [up to 2017939]	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST002639	Genome-wide genotyping array
2019-12-16	31447353	Maciukiewicz M	2019-08-22	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/31447353	Genome-wide association study on antipsychotic-induced weight gain in Europeans and African-Americans.	Antipsychotic drug-induced weight gain in schizophrenia or autism	269 European ancestry individuals	NA	3q13.11	3	105690477	CBLB	CBLB			ENSG00000114423			rs1546733-?	rs1546733	0	1546733	intron_variant	0	NR	6E-6	5.221848749616356		4.524	z-score decrease	Illumina [NR] (imputed)	N	schizophrenia, autism spectrum disorder, antipsychotic drug related weight gain	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0004567	GCST009301	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	16q24.3	16	89939045	TUBB3, MC1R	TUBB3 - DEF8	ENSG00000258947	ENSG00000140995		284	8880	rs4785741-T	rs4785741	0	4785741	intergenic_variant	1	NR	7E-7	6.154901959985743		70.9925	[42.97-99.02] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	1p22.3	1	85313923	DDAH1	AL078459.1			ENSG00000223653			rs72722664-A	rs72722664	0	72722664	intron_variant	0	NR	2E-6	5.698970004336019		30.6385	[17.99-43.29] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
